
Standalone 3D Posi
00,0.00,
3411,0.01,-0.06,0.01,0.00,-0.00,0.00,-0.00,-0.00,0.00,
3422,-0.00,-0.01,0.02,0.00,-0.00,0.00,-0.00,-0.00,0.00,
3b
Standalone 3D Position Sensor
version: 0.1-alpha
Licensed under the GNU General Public License v2.0

S3DPS : boot() invoked.
Connecting to MPU-6050...
S3DPS : boot() returned 0x01 -> success.
WiFi and MQTT is disabled. Reason: 'USE_WIFI_MQTT' is not defined.
Calbirating...
Calibration OK.
AX: -0.02
AY: 0.03
AZ: 0.83


2145,-0.02,-0.02,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2155,0.04,0.00,-0.02,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2165,-0.02,0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2176,-0.02,0.03,-0.02,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,
2187,0.04,0.02,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,
2197,0.02,0.01,0.01,0.00,0.00,-0.00,0.00,0.00,-0.00,
2207,-0.00,-0.01,-0.01,0.00,0.00,-0.00,0.00,0.00,-0.00,
2217,-0.02,0.00,-0.07,0.00,0.00,-0.00,0.00,0.00,-0.00,
2228,0.01,0.02,-0.01,0.00,0.00,-0.00,0.00,0.00,-0.00,
2239,-0.02,0.01,0.01,0.00,0.00,-0.00,0.00,0.00,-0.00,
2249,0.02,0.01,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
2259,-0.03,0.01,-0.03,-0.00,0.00,-0.00,0.00,0.00,-0.00,
2270,0.03,0.01,0.03,0.00,0.00,-0.00,0.00,0.00,-0.00,
2280,-0.02,-0.03,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
2291,-0.01,0.01,-0.03,-0.00,0.00,-0.00,0.00,0.00,-0.00,
2301,-0.03,-0.01,-0.01,-0.00,0.00,-0.00,0.00,0.00,-0.00,
2312,-0.03,-0.01,-0.04,-0.00,0.00,-0.00,0.00,0.00,-0.00,
2322,-0.01,0.03,0.03,-0.00,0.00,-0.00,0.00,0.00,-0.00,
2333,0.02,0.04,-0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
2343,0.02,0.01,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
2354,0.04,-0.01,-0.04,0.00,0.00,-0.00,-0.00,0.00,-0.00,
2364,-0.03,0.02,0.02,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
2374,-0.01,-0.01,0.01,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
2385,0.02,0.01,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
2396,-0.03,-0.02,0.02,-0.00,0.00,-0.00,-0.00,0.00,-0.00,
