1,0.1197101
2,0.1197101
3,0.1197101
4,0
5,0.059855
6,0.1197101
7,0.2394202
8,0.1795651
9,0.2394202
10,0.4189853
11,0.4189853
12,0.3591303
13,0.5985504
14,0.4189853
15,0.2394202
16,0
17,0
18,0
19,0
20,0.1795651
21,0.1197101
22,0.1795651
23,-0.059855
24,-0.2992752
25,-0.1197101
26,0.059855
27,-0.059855
28,0
29,-0.059855
30,0.059855
31,0.2394202
32,0.1795651
33,0.3591303
34,0.4189853
35,0.2992752
36,0.1197101
37,0.1197101
38,0.059855
39,-0.1795651
40,-0.059855
41,0.3591303
42,0.059855
43,-0.2394202
44,0.1197101
45,0.1197101
46,-0.2394202
47,-0.2992752
48,0.1197101
49,0.2394202
50,0.059855
51,0.3591303
52,0.4189853
53,0.2394202
54,0.1795651
55,0
56,0
57,-0.3591303
58,-0.1795651
59,-0.1197101
60,0
61,0.059855
62,0.2394202
63,0.1795651
64,0
65,0
66,0
67,0.2394202
68,0.1795651
69,0.059855
70,0
71,0
72,0.1197101
73,0.059855
74,0.2394202
75,0.2992752
76,0.059855
77,0.059855
78,0.2394202
79,0
80,0.2394202
81,0.2394202
82,0
83,0.2992752
84,0.3591303
85,0.1795651
86,0.4189853
87,0.4788404
88,0.1795651
89,0
90,0
91,-0.059855
92,-0.2992752
93,-0.5985504
94,-0.8379706
95,-0.5985504
96,-0.2394202
97,-0.2394202
98,-0.059855
99,-0.059855
100,-0.1197101
101,-0.1197101
102,-0.2394202
103,-0.2394202
104,-0.2992752
105,-0.1197101
106,-0.2394202
107,-0.3591303
108,-0.2394202
109,-0.4189853
110,-0.2992752
111,-0.3591303
112,-0.4189853
113,-0.5985504
114,-0.1795651
115,-0.2992752
116,-0.4189853
117,-0.1795651
118,-0.2394202
119,-0.1197101
120,-0.059855
121,-0.059855
122,-0.2394202
123,0
124,-0.1197101
125,-0.1197101
126,0
127,0
128,-0.059855
129,0
130,0.1197101
131,0
132,0.059855
133,0
134,-0.059855
135,0
136,0.059855
137,0.059855
138,0.1197101
139,0.1197101
140,0.1197101
141,0.2394202
142,0.2992752
143,-0.059855
144,0
145,0
146,-0.059855
147,0.1197101
148,0.3591303
149,0.3591303
150,0.3591303
151,0.2394202
152,0
153,0
154,0.059855
155,0
156,0
157,-0.1197101
158,-0.1197101
159,-0.1795651
160,-0.059855
161,0
162,0
163,0
164,0
165,0.059855
166,0
167,0.1197101
168,0.2992752
169,0.3591303
170,0.4788404
171,0.4788404
172,0.059855
173,0.2394202
174,-0.059855
175,-0.2992752
176,0
177,0.1795651
178,0
179,0.1197101
180,0.2394202
181,0
182,-0.1197101
183,0
184,0
185,0
186,-0.2992752
187,-0.5386954
188,-0.6584055
189,-0.7182605
190,-0.6584055
191,-0.4189853
192,-0.1197101
193,-0.3591303
194,-0.1795651
195,-0.1795651
196,0.1197101
197,0
198,0.1795651
199,0.1795651
200,0.1795651
201,0.2394202
202,0.059855
203,0.059855
204,0
205,0.059855
206,0
207,-0.1197101
208,-0.059855
209,0
210,-0.059855
211,-0.2992752
212,-0.1197101
213,-0.059855
214,-0.1197101
215,-0.059855
216,-0.1795651
217,-0.4788404
218,-0.4189853
219,-0.4788404
220,-0.3591303
221,-0.1795651
222,-0.1197101
223,-0.1795651
224,-0.2394202
225,-0.1197101
226,0
227,0.1795651
228,0.2394202
229,0.4788404
230,0.2394202
231,0.1197101
232,0
233,0
234,0
235,0.1197101
236,0
237,-0.059855
238,-0.1197101
239,0
240,-0.059855
241,0.1795651
242,0.2992752
243,0.3591303
244,0.2992752
245,0.1197101
246,0
247,0.2394202
248,0
249,-0.2394202
250,-0.1795651
251,-0.1197101
252,-0.1197101
253,-0.2394202
254,-0.2394202
255,-0.059855
256,0
257,0
258,0.059855
259,0.3591303
260,0.3591303
261,0.1197101
262,0.1197101
263,0
264,-0.059855
265,0
266,-0.059855
267,0
268,-0.1795651
269,0.1197101
270,0.1795651
271,0.1197101
272,0
273,0
274,0
275,0.059855
276,0.1795651
277,0.3591303
278,0.1197101
279,0
280,0.059855
281,0.2394202
282,0.1795651
283,0.1795651
284,0.2394202
285,0
286,-0.059855
287,-0.059855
288,0
289,-0.1197101
290,-0.1197101
291,-0.059855
292,-0.2992752
293,-0.059855
294,0
295,-0.059855
296,0
297,0.1197101
298,0.2992752
299,0.3591303
300,0.1795651
301,0
302,0.1795651
303,0.1795651
304,0
305,0
306,0
307,-0.2992752
308,-0.4189853
309,-0.2992752
310,0
311,0
312,0
313,0
314,-0.1197101
315,-0.2394202
316,-0.1197101
317,0.059855
318,0.2992752
319,0
320,0.059855
321,0
322,0.1197101
323,0.059855
324,0
325,0
326,0
327,0.1197101
328,0.2394202
329,0.1795651
330,0.2992752
331,0.1795651
332,0.2394202
333,0.2992752
334,0.1795651
335,0.1197101
336,0.2992752
337,-0.059855
338,-0.059855
339,-0.1795651
340,-0.1795651
341,0
342,0
343,0
344,0
345,0
346,-0.059855
347,-0.059855
348,0
349,0
350,0.1795651
351,0.3591303
352,0.1197101
353,0
354,0
355,0
356,0
357,0
358,0.059855
359,0.059855
360,0
361,0.059855
362,-0.059855
363,0.059855
364,0.059855
365,-0.1197101
366,0
367,-0.1197101
368,0
369,0
370,-0.1795651
371,-0.2394202
372,0
373,0
374,0
375,0
376,0.1197101
377,0.059855
378,0
379,0.1197101
380,0.1795651
381,0
382,0.2394202
383,0.2394202
384,0
385,0.1197101
386,0
387,0
388,0
