2135,-0.16,-0.10,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2140,-0.03,0.01,0.03,-0.00,-0.00,0.00,-0.00,-0.00,0.00,
2145,0.16,0.05,-0.06,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2150,0.14,0.04,-0.04,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2154,0.11,-0.01,-0.02,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
2159,0.02,-0.03,0.05,0.00,-0.00,-0.00,0.00,-0.00,-0.00,
2164,0.06,0.05,0.02,0.00,0.00,-0.00,0.00,-0.00,-0.00,
2169,0.21,0.10,0.04,0.00,0.00,0.00,0.00,-0.00,-0.00,
2173,0.19,0.03,0.06,0.00,0.00,0.00,0.00,-0.00,-0.00,
2179,0.14,0.06,0.03,0.00,0.00,0.00,0.00,0.00,-0.00,
2184,-0.07,-0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2188,-0.19,-0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2193,0.21,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2198,-0.18,-0.11,0.11,0.00,-0.00,0.00,0.00,0.00,0.00,
2203,-0.08,-0.01,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2207,0.23,0.08,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2212,-0.11,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
2217,-0.18,-0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2222,-0.03,-0.02,0.01,0.00,-0.00,0.00,0.00,0.00,0.00,
2227,0.00,-0.03,0.04,0.00,-0.00,0.00,0.00,0.00,0.00,
2232,0.02,-0.01,0.06,0.00,-0.00,0.00,0.00,0.00,0.00,
2236,-0.11,-0.07,0.03,0.00,-0.00,0.00,0.00,0.00,0.00,
2241,0.22,0.09,-0.02,0.00,-0.00,0.00,0.00,0.00,0.00,
2246,0.19,-0.00,0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2251,0.14,-0.01,0.06,0.00,-0.00,0.00,0.00,0.00,0.00,
2255,0.12,0.06,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,
2260,-0.06,-0.04,-0.11,0.00,-0.00,0.00,0.00,0.00,0.00,
2266,-0.25,-0.02,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2270,-0.18,0.01,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2275,-0.23,-0.01,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2280,0.02,-0.01,-0.10,0.00,-0.00,0.00,0.00,-0.00,0.00,
2285,-0.01,0.02,0.01,0.00,-0.00,0.00,0.00,-0.00,0.00,
2289,0.18,0.04,0.05,0.00,-0.00,0.00,0.00,-0.00,0.00,
2294,0.15,0.07,0.06,0.00,0.00,0.00,0.00,-0.00,0.00,
2299,0.05,0.11,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
2304,0.05,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2309,0.06,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
2314,-0.13,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2318,-0.16,-0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2323,-0.16,-0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2328,-0.16,-0.08,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2333,0.06,-0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2337,0.17,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2342,0.18,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
2348,0.01,-0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2352,-0.20,-0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2357,-0.05,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2362,0.18,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2366,0.14,0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2371,0.21,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
2376,0.16,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2380,-0.08,-0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2385,-0.26,-0.03,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,
2391,0.12,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2395,0.10,-0.00,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,
2400,0.04,-0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2405,0.02,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2410,-0.06,-0.07,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,
2414,-0.15,-0.08,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2419,-0.12,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2424,0.13,0.04,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,
2428,-0.13,-0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
2434,-0.17,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2439,0.10,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.00,
2443,0.11,-0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,
2448,-0.03,-0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2453,0.09,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2457,0.16,0.08,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2462,-0.19,-0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2467,0.21,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2472,-0.17,-0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
2477,0.03,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
2482,-0.07,-0.09,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2487,-0.04,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
2491,0.16,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
2496,-0.16,-0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
2501,0.17,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
2505,0.04,-0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
2510,-0.13,-0.12,0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2515,-0.18,-0.01,-0.03,0.00,-0.00,0.00,0.00,0.00,0.00,
2520,-0.20,-0.05,-0.01,0.00,-0.00,0.00,0.00,0.00,0.00,
2525,0.02,0.00,-0.05,0.00,-0.00,0.00,0.00,0.00,0.00,
2530,0.16,0.00,-0.04,0.00,-0.00,0.00,0.00,0.00,0.00,
2535,0.03,0.10,0.01,0.00,-0.00,0.00,0.00,0.00,0.00,
2539,-0.15,0.00,0.03,0.00,-0.00,0.00,0.00,0.00,0.00,
2544,0.11,-0.01,-0.08,0.00,-0.00,0.00,0.00,0.00,0.00,
2549,-0.04,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
2553,-0.01,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
2558,-0.13,-0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
2564,-0.24,-0.10,0.02,0.00,-0.00,0.00,0.00,0.00,0.00,
2568,-0.21,-0.02,0.07,-0.00,-0.00,0.00,0.00,0.00,0.00,
2573,-0.23,-0.09,0.01,-0.00,-0.00,0.00,0.00,0.00,0.00,
2578,-0.17,-0.06,-0.13,-0.00,-0.00,0.00,0.00,0.00,0.00,
2583,0.14,-0.01,-0.07,-0.00,-0.00,0.00,0.00,0.00,0.00,
2587,0.18,0.00,-0.01,-0.00,-0.00,0.00,0.00,0.00,0.00,
2592,0.12,0.07,0.07,-0.00,-0.00,0.00,0.00,0.00,0.00,
2597,0.19,0.03,0.06,0.00,-0.00,0.00,0.00,0.00,0.00,
2601,0.15,0.00,-0.01,0.00,-0.00,0.00,0.00,0.00,0.00,
2607,0.23,0.05,-0.08,0.00,-0.00,0.00,0.00,0.00,0.00,
