-0.0598550,-0.0598550,2.2580969,-1.9211962,927.9694824,-42.3778152
0.0000000,0.0000000,2.2580969,-1.9211962,928.0368042,-42.4351082
0.0598550,0.0000000,2.2586963,-1.9211962,928.1046753,-42.4928131
0.0598550,0.1197101,2.2593105,-1.9199675,928.1742554,-42.5519333
-0.3591303,0.0598550,2.2557106,-1.9193676,928.2420654,-42.6096535
-0.4788404,0.0000000,2.2509527,-1.9193676,928.3092041,-42.6668625
-0.3591303,0.2992752,2.2474003,-1.9164071,928.3758545,-42.7237358
-0.2992752,0.2394202,2.2443538,-1.9139698,928.4443359,-42.7821922
-0.1795651,0.1197101,2.2425532,-1.9127693,928.5118408,-42.8397331
0.0000000,0.0000000,2.2425532,-1.9127693,928.5784912,-42.8965874
-0.1197101,0.0000000,2.2413719,-1.9127693,928.6448364,-42.9532127
-0.0598550,0.0000000,2.2407713,-1.9127693,928.7122803,-43.0108032
0.0598550,-0.1197101,2.2413695,-1.9139658,928.7795410,-43.0681992
0.2394202,-0.1197101,2.2438183,-1.9151902,928.8483887,-43.1269646
0.2992752,-0.1795651,2.2468064,-1.9169830,928.9157104,-43.1843834
0.2394202,-0.1795651,2.2492073,-1.9187835,928.9833984,-43.2421074
0.0000000,-0.1197101,2.2492073,-1.9199783,929.0506592,-43.2995949
-0.0598550,0.0000000,2.2486095,-1.9199783,929.1180420,-43.3571205
0.0000000,-0.0598550,2.2486095,-1.9205663,929.1843872,-43.4137268
0.0598550,-0.2394202,2.2492230,-1.9230210,929.2535400,-43.4728699
0.1197101,-0.1795651,2.2504196,-1.9248158,929.3210449,-43.5305901
0.0000000,-0.2394202,2.2504196,-1.9272043,929.3884277,-43.5882645
0.0000000,-0.0598550,2.2504196,-1.9278026,929.4559326,-43.6460762
0.1795651,-0.3591303,2.2522244,-1.9314125,929.5239258,-43.7043190
0.0000000,-0.1795651,2.2522244,-1.9332024,929.5912476,-43.7621307
0.0000000,-0.2394202,2.2522244,-1.9356003,929.6589355,-43.8202896
